"","feature","sentiment"
"660"," ertrag ","1"
"6003"," ertragbringend ","1"
"663"," erträge ","1"
"664"," erträgen ","1"
"661"," ertrages ","1"
"6021"," erträglich ","1"
"25184"," ertraglos ","-1"
"6004"," ertragreich ","1"
"6005"," ertragreiche ","1"
"6006"," ertragreichem ","1"
"6007"," ertragreichen ","1"
"6008"," ertragreicher ","1"
"6009"," ertragreichere ","1"
"6010"," ertragreicherem ","1"
"6011"," ertragreicheren ","1"
"6012"," ertragreicherer ","1"
"6013"," ertragreicheres ","1"
"6014"," ertragreiches ","1"
"6015"," ertragreichst ","1"
"6016"," ertragreichste ","1"
"6017"," ertragreichstem ","1"
"6018"," ertragreichsten ","1"
"6019"," ertragreichster ","1"
"6020"," ertragreichstes ","1"
"662"," ertrags ","1"
"25185"," ertragsarm ","-1"
"25186"," ertrinken ","-1"
"6022"," erwartungsvoll ","1"
"665"," erweckung ","1"
"6023"," erweiter ","1"
"6024"," erweitere ","1"
"6025"," erweiteren ","1"
"6026"," erweitern ","1"
"6027"," erweiterst ","1"
"6028"," erweitert ","1"
"6029"," erweiterte ","1"
"6030"," erweiterten ","1"
"6031"," erweitertest ","1"
"6032"," erweitertet ","1"
"666"," erweiterung ","1"
"667"," erweiterungen ","1"
"25188"," erwischen ","-1"
"25189"," erwischte ","-1"
"6034"," erwünscht ","1"
"6035"," erwünschte ","1"
"6036"," erwünschtem ","1"
"6037"," erwünschten ","1"
"6038"," erwünschter ","1"
"6039"," erwünschtere ","1"
"6040"," erwünschterem ","1"
"6041"," erwünschteren ","1"
"6042"," erwünschterer ","1"
"6043"," erwünschteres ","1"
"6044"," erwünschtes ","1"
"6045"," erwünschtest ","1"
"6046"," erwünschteste ","1"
"6047"," erwünschtestem ","1"
"6048"," erwünschtesten ","1"
"6049"," erwünschtester ","1"
"6050"," erwünschtestes ","1"
"25190"," erwürg ","-1"
"25191"," erwürge ","-1"
"25192"," erwürgen ","-1"
"25193"," erwürgest ","-1"
"25194"," erwürget ","-1"
"25195"," erwürgst ","-1"
"25196"," erwürgt ","-1"
"25197"," erwürgte ","-1"
"25198"," erwürgten ","-1"
"25199"," erwürgtest ","-1"
"25200"," erwürgtet ","-1"
"6051"," erzeug ","1"
"6052"," erzeuge ","1"
"6053"," erzeugen ","1"
"6054"," erzeugest ","1"
"6055"," erzeuget ","1"
"668"," erzeugnis ","1"
"669"," erzeugnise ","1"
"670"," erzeugnisen ","1"
"671"," erzeugnises ","1"
"672"," erzeugniss ","1"
"673"," erzeugnisse ","1"
"674"," erzeugnissen ","1"
"675"," erzeugnisses ","1"
"6056"," erzeugst ","1"
"6057"," erzeugt ","1"
"6058"," erzeugte ","1"
"6059"," erzeugten ","1"
"6060"," erzeugtest ","1"
"6061"," erzeugtet ","1"
"18732"," erzfeind ","-1"
"6062"," erziehbar ","1"
"6063"," erziel ","1"
"6064"," erzielbar ","1"
"6065"," erziele ","1"
"6066"," erzielen ","1"
"6067"," erzielest ","1"
"6068"," erzielet ","1"
"6069"," erzielst ","1"
"6070"," erzielt ","1"
"6071"," erzielte ","1"
"6072"," erzielten ","1"
"6073"," erzieltest ","1"
"6074"," erzieltet ","1"
"25202"," erzürnt ","-1"
"25203"," erzürnte ","-1"
"25204"," erzürntem ","-1"
"25205"," erzürnten ","-1"
"25206"," erzürnter ","-1"
"25207"," erzürntere ","-1"
"25208"," erzürnterem ","-1"
"25209"," erzürnteren ","-1"
"25210"," erzürnterer ","-1"
"25211"," erzürnteres ","-1"
"25212"," erzürntes ","-1"
"25213"," erzürntest ","-1"
"25214"," erzürnteste ","-1"
"25215"," erzürntestem ","-1"
"25216"," erzürntesten ","-1"
"25217"," erzürntester ","-1"
"25218"," erzürntestes ","-1"
"25201"," erzwungene ","-1"
"18733"," esel ","-1"
"25219"," esoterisch ","-1"
"6075"," etablieren ","1"
"6076"," etabliert ","1"
"6077"," etablierte ","1"
"6078"," etabliertem ","1"
"6079"," etablierten ","1"
"6080"," etablierter ","1"
"6081"," etabliertere ","1"
"6082"," etablierterem ","1"
"6083"," etablierteren ","1"
"6084"," etablierterer ","1"
"6085"," etablierteres ","1"
"6086"," etabliertes ","1"
"6087"," etabliertest ","1"
"6088"," etablierteste ","1"
"6089"," etabliertestem ","1"
"6090"," etabliertesten ","1"
"6091"," etabliertester ","1"
"6092"," etabliertestes ","1"
"6093"," ethisch ","1"
"676"," euphorie ","1"
"6094"," euphorisch ","1"
"6095"," euphorische ","1"
"6096"," euphorischem ","1"
"6097"," euphorischen ","1"
"6098"," euphorischer ","1"
"6099"," euphorischere ","1"
"6100"," euphorischerem ","1"
"6101"," euphorischeren ","1"
"6102"," euphorischerer ","1"
"6103"," euphorischeres ","1"
"6104"," euphorisches ","1"
"6105"," euphorischst ","1"
"6106"," euphorischste ","1"
"6107"," euphorischstem ","1"
"6108"," euphorischsten ","1"
"6109"," euphorischster ","1"
"6110"," euphorischstes ","1"
"6111"," evident ","1"
"25220"," ewig ","-1"
"677"," ewigkeit ","1"
"18734"," ex-bezugsrechte ","-1"
"6112"," exakt ","1"
"6113"," exakte ","1"
"6114"," exaktem ","1"
"6115"," exakten ","1"
"6116"," exakter ","1"
"6117"," exaktere ","1"
"6118"," exakterem ","1"
"6119"," exakteren ","1"
"6120"," exakterer ","1"
"6121"," exakteres ","1"
"6122"," exaktes ","1"
"6123"," exaktest ","1"
"6124"," exakteste ","1"
"6125"," exaktestem ","1"
"6126"," exaktesten ","1"
"6127"," exaktester ","1"
"6128"," exaktestes ","1"
"678"," exaktheit ","1"
"6129"," exaltiert ","1"
"6130"," exemplarisch ","1"
"18735"," exil ","-1"
"25221"," existenzbedrohend ","-1"
"25222"," existenzbedrohende ","-1"
"25223"," existenzbedrohendem ","-1"
"25224"," existenzbedrohenden ","-1"
"25225"," existenzbedrohender ","-1"
"25226"," existenzbedrohendere ","-1"
"25227"," existenzbedrohenderem ","-1"
"25228"," existenzbedrohenderen ","-1"
"25229"," existenzbedrohenderer ","-1"
"25230"," existenzbedrohenderes ","-1"
"25231"," existenzbedrohendes ","-1"
"25232"," existenzbedrohendst ","-1"
"25233"," existenzbedrohendste ","-1"
"25234"," existenzbedrohendstem ","-1"
"25235"," existenzbedrohendsten ","-1"
"25236"," existenzbedrohendster ","-1"
"25237"," existenzbedrohendstes ","-1"
"18736"," exitus ","-1"
"6131"," exklusiv ","1"
"6132"," exklusive ","1"
"6133"," exklusivem ","1"
"6134"," exklusiven ","1"
"6135"," exklusiver ","1"
"6136"," exklusivere ","1"
"6137"," exklusiverem ","1"
"6138"," exklusiveren ","1"
"6139"," exklusiverer ","1"
"6140"," exklusiveres ","1"
"6141"," exklusives ","1"
"6142"," exklusivst ","1"
"6143"," exklusivste ","1"
"6144"," exklusivstem ","1"
"6145"," exklusivsten ","1"
"6146"," exklusivster ","1"
"6147"," exklusivstes ","1"
"6148"," exorbitant ","1"
"6149"," exorbitante ","1"
"6150"," exorbitantem ","1"
"6151"," exorbitanten ","1"
"6152"," exorbitanter ","1"
"6153"," exorbitantere ","1"
"6154"," exorbitanterem ","1"
"6155"," exorbitanteren ","1"
"6156"," exorbitanterer ","1"
"6157"," exorbitanteres ","1"
"6158"," exorbitantes ","1"
"6159"," exorbitantest ","1"
"6160"," exorbitanteste ","1"
"6161"," exorbitantestem ","1"
"6162"," exorbitantesten ","1"
"6163"," exorbitantester ","1"
"6164"," exorbitantestes ","1"
"6165"," exotisch ","1"
"6166"," exotische ","1"
"6167"," exotischem ","1"
"6168"," exotischen ","1"
"6169"," exotischer ","1"
"6170"," exotischere ","1"
"6171"," exotischerem ","1"
"6172"," exotischeren ","1"
"6173"," exotischerer ","1"
"6174"," exotischeres ","1"
"6175"," exotisches ","1"
"6176"," exotischst ","1"
"6177"," exotischste ","1"
"6178"," exotischstem ","1"
"6179"," exotischsten ","1"
"6180"," exotischster ","1"
"6181"," exotischstes ","1"
"679"," experte ","1"
"680"," experten ","1"
"681"," expertise ","1"
"682"," expertisen ","1"
"25238"," explodier ","-1"
"25239"," explodiere ","-1"
"25240"," explodieren ","-1"
"25241"," explodierest ","-1"
"25242"," explodieret ","-1"
"25243"," explodierst ","-1"
"25244"," explodiert ","-1"
"25245"," explodierte ","-1"
"25246"," explodierten ","-1"
"25247"," explodiertest ","-1"
"25248"," explodiertet ","-1"
"18737"," exploit ","-1"
"25249"," explosibel ","-1"
"18738"," explosion ","-1"
"18739"," explosionen ","-1"
"6182"," explosiv ","1"
"6183"," explosive ","1"
"6184"," explosivem ","1"
"6185"," explosiven ","1"
"6186"," explosiver ","1"
"6187"," explosivere ","1"
"6188"," explosiverem ","1"
"6189"," explosiveren ","1"
"6190"," explosiverer ","1"
"6191"," explosiveres ","1"
"6192"," explosives ","1"
"6193"," explosivst ","1"
"6194"," explosivste ","1"
"6195"," explosivstem ","1"
"6196"," explosivsten ","1"
"6197"," explosivster ","1"
"6198"," explosivstes ","1"
"6199"," exponiert ","1"
"6200"," exponierte ","1"
"6201"," exponiertem ","1"
"6202"," exponierten ","1"
"6203"," exponierter ","1"
"6204"," exponiertere ","1"
"6205"," exponierterem ","1"
"6206"," exponierteren ","1"
"6207"," exponierterer ","1"
"6208"," exponierteres ","1"
"6209"," exponiertes ","1"
"6210"," exponiertest ","1"
"6211"," exponierteste ","1"
"6212"," exponiertestem ","1"
"6213"," exponiertesten ","1"
"6214"," exponiertester ","1"
"6215"," exponiertestes ","1"
"6216"," exquisit ","1"
"6217"," exquisite ","1"
"6218"," exquisitem ","1"
"6219"," exquisiten ","1"
"6220"," exquisiter ","1"
"6221"," exquisitere ","1"
"6222"," exquisiterem ","1"
"6223"," exquisiteren ","1"
"6224"," exquisiterer ","1"
"6225"," exquisiteres ","1"
"6226"," exquisites ","1"
"6227"," exquisitest ","1"
"6228"," exquisiteste ","1"
"6229"," exquisitestem ","1"
"6230"," exquisitesten ","1"
"6231"," exquisitester ","1"
"6232"," exquisitestes ","1"
"6233"," extensiv ","1"
"6234"," extravagant ","1"
"6235"," extravagante ","1"
"6236"," extravagantem ","1"
"6237"," extravaganten ","1"
"6238"," extravaganter ","1"
"6239"," extravagantere ","1"
"6240"," extravaganterem ","1"
"6241"," extravaganteren ","1"
"6242"," extravaganterer ","1"
"6243"," extravaganteres ","1"
"6244"," extravagantes ","1"
"6245"," extravagantest ","1"
"6246"," extravaganteste ","1"
"6247"," extravagantestem ","1"
"6248"," extravagantesten ","1"
"6249"," extravagantester ","1"
"6250"," extravagantestes ","1"
"18741"," extravaganz ","-1"
"25250"," extrem ","-1"
"18742"," extremismus ","-1"
"18743"," extremist ","-1"
"25251"," extremistisch ","-1"
"6251"," exuberant ","1"
"683"," exuberanz ","1"
"6252"," exzellent ","1"
"6253"," exzellente ","1"
"6254"," exzellentem ","1"
"6255"," exzellenten ","1"
"6256"," exzellenter ","1"
"6257"," exzellentere ","1"
"6258"," exzellenterem ","1"
"6259"," exzellenteren ","1"
"6260"," exzellenterer ","1"
"6261"," exzellenteres ","1"
"6262"," exzellentes ","1"
"6263"," exzellentest ","1"
"6264"," exzellenteste ","1"
"6265"," exzellentestem ","1"
"6266"," exzellentesten ","1"
"6267"," exzellentester ","1"
"6268"," exzellentestes ","1"
"684"," exzellenz ","1"
"685"," exzellenzen ","1"
"25252"," exzentrisch ","-1"
"6269"," exzeptionell ","1"
"25253"," exzessiv ","-1"
"18744"," fabel ","-1"
"6270"," fabelhaft ","1"
"6271"," fabelhafte ","1"
"6272"," fabelhaftem ","1"
"6273"," fabelhaften ","1"
"6274"," fabelhafter ","1"
"6275"," fabelhaftere ","1"
"6276"," fabelhafterem ","1"
"6277"," fabelhafteren ","1"
"6278"," fabelhafterer ","1"
"6279"," fabelhafteres ","1"
"6280"," fabelhaftes ","1"
"6281"," fabelhaftest ","1"
"6282"," fabelhafteste ","1"
"6283"," fabelhaftestem ","1"
"6284"," fabelhaftesten ","1"
"6285"," fabelhaftester ","1"
"6286"," fabelhaftestes ","1"
"18745"," fabrikationsfehler ","-1"
"686"," fachkenntnis ","1"
"687"," fachkönnen ","1"
"6287"," fachkundig ","1"
"6288"," fachlich ","1"
"6289"," fachmännisch ","1"
"688"," fachspitze ","1"
"689"," fachwissen ","1"
"25254"," fad ","-1"
"25255"," fade ","-1"
"25256"," fadem ","-1"
"25257"," faden ","-1"
"25258"," fadenscheinig ","-1"
"25259"," fadenscheinige ","-1"
"25260"," fadenscheinigem ","-1"
"25261"," fadenscheinigen ","-1"
"25262"," fadenscheiniger ","-1"
"25263"," fadenscheinigere ","-1"
"25264"," fadenscheinigerem ","-1"
"25265"," fadenscheinigeren ","-1"
"25266"," fadenscheinigerer ","-1"
"25267"," fadenscheinigeres ","-1"
"25268"," fadenscheiniges ","-1"
"25269"," fadenscheinigst ","-1"
"25270"," fadenscheinigste ","-1"
"25271"," fadenscheinigstem ","-1"
"25272"," fadenscheinigsten ","-1"
"25273"," fadenscheinigster ","-1"
"25274"," fadenscheinigstes ","-1"
"25275"," fader ","-1"
"25276"," fadere ","-1"
"25277"," faderem ","-1"
"25278"," faderen ","-1"
"25279"," faderer ","-1"
"25280"," faderes ","-1"
"25281"," fades ","-1"
"25282"," fadst ","-1"
"25283"," fadste ","-1"
"25284"," fadstem ","-1"
"25285"," fadsten ","-1"
"25286"," fadster ","-1"
"25287"," fadstes ","-1"
"6962"," fähig ","1"
"6963"," fähige ","1"
"6964"," fähigem ","1"
"6965"," fähigen ","1"
"6966"," fähiger ","1"
"6967"," fähigere ","1"
"6968"," fähigerem ","1"
"6969"," fähigeren ","1"
"6970"," fähigerer ","1"
"6971"," fähigeres ","1"
"6972"," fähiges ","1"
"781"," fähigkeit ","1"
"782"," fähigkeiten ","1"
"6973"," fähigst ","1"
"6974"," fähigste ","1"
"6975"," fähigstem ","1"
"6976"," fähigsten ","1"
"6977"," fähigster ","1"
"6978"," fähigstes ","1"
"25288"," fahl ","-1"
"18746"," fahnenflucht ","-1"
"6290"," fahrbar ","1"
"25289"," fahrig ","-1"
"25290"," fahrlässig ","-1"
"25291"," fahrlässige ","-1"
"25292"," fahrlässigem ","-1"
"25293"," fahrlässigen ","-1"
"25294"," fahrlässiger ","-1"
"25295"," fahrlässigere ","-1"
"25296"," fahrlässigerem ","-1"
"25297"," fahrlässigeren ","-1"
"25298"," fahrlässigerer ","-1"
"25299"," fahrlässigeres ","-1"
"25300"," fahrlässigerweise ","-1"
"25301"," fahrlässiges ","-1"
"18747"," fahrlässigkeit ","-1"
"18748"," fahrlässigkeiten ","-1"
"25302"," fahrlässigst ","-1"
"25303"," fahrlässigste ","-1"
"25304"," fahrlässigstem ","-1"
"25305"," fahrlässigsten ","-1"
"25306"," fahrlässigster ","-1"
"25307"," fahrlässigstes ","-1"
"783"," fährnis ","1"
"18749"," fahrplanabweichung ","-1"
"6291"," fair ","1"
"6292"," faire ","1"
"6293"," fairem ","1"
"6294"," fairen ","1"
"6295"," fairer ","1"
"6296"," fairere ","1"
"6297"," fairerem ","1"
"6298"," faireren ","1"
"6299"," fairerer ","1"
"6300"," faireres ","1"
"6301"," faires ","1"
"690"," fairness ","1"
"6302"," fairst ","1"
"6303"," fairste ","1"
"6304"," fairstem ","1"
"6305"," fairsten ","1"
"6306"," fairster ","1"
"6307"," fairstes ","1"
"6308"," fakultativ ","1"
"25308"," falkenartig ","-1"
"18750"," fallbirne ","-1"
"18751"," falle ","-1"
"25309"," fallen ","-1"
"25310"," fallend ","-1"
"18752"," fallout ","-1"
"18753"," fallstrick ","-1"
"25311"," falsch ","-1"
"25942"," fälsch ","-1"
"18754"," falschadressierung ","-1"
"18755"," falschangaben ","-1"
"18756"," falschdarstellung ","-1"
"25312"," falsche ","-1"
"25943"," fälsche ","-1"
"25313"," falschem ","-1"
"25314"," falschen ","-1"
"25944"," fälschen ","-1"
"25315"," falscher ","-1"
"25316"," falschere ","-1"
"25317"," falscherem ","-1"
"25318"," falscheren ","-1"
"25319"," falscherer ","-1"
"25320"," falscheres ","-1"
"25321"," falsches ","-1"
"25945"," fälschest ","-1"
"25946"," fälschet ","-1"
"18757"," falschheit ","-1"
"25947"," fälschlich ","-1"
"25948"," fälschlicherweise ","-1"
"18758"," falschmeldung ","-1"
"25322"," falschst ","-1"
"25949"," fälschst ","-1"
"25323"," falschste ","-1"
"25324"," falschstem ","-1"
"25325"," falschsten ","-1"
"25326"," falschster ","-1"
"25327"," falschstes ","-1"
"25950"," fälscht ","-1"
"25951"," fälschte ","-1"
"25952"," fälschten ","-1"
"25953"," fälschtest ","-1"
"25954"," fälschtet ","-1"
"18921"," fälschung ","-1"
"18922"," fälschungen ","-1"
"25328"," falten ","-1"
"25329"," faltete ","-1"
"6309"," famos ","1"
"6310"," famose ","1"
"6311"," famosem ","1"
"6312"," famosen ","1"
"6313"," famoser ","1"
"6314"," famosere ","1"
"6315"," famoserem ","1"
"6316"," famoseren ","1"
"6317"," famoserer ","1"
"6318"," famoseres ","1"
"6319"," famoses ","1"
"6320"," famosest ","1"
"6321"," famoseste ","1"
"6322"," famosestem ","1"
"6323"," famosesten ","1"
"6324"," famosester ","1"
"6325"," famosestes ","1"
"18759"," fanatiker ","-1"
"25330"," fanatisch ","-1"
"18760"," fanatismus ","-1"
"6326"," fand ","1"
"691"," fanfare ","1"
"6327"," fangend ","1"
"692"," fantasie ","1"
"693"," fantasiebild ","1"
"25331"," fantasiereich ","-1"
"25332"," fantasieren ","-1"
"6328"," fantasievoll ","1"
"6329"," fantasievolle ","1"
"6330"," fantasievollem ","1"
"6331"," fantasievollen ","1"
"6332"," fantasievoller ","1"
"6333"," fantasievollere ","1"
"6334"," fantasievollerem ","1"
"6335"," fantasievolleren ","1"
"6336"," fantasievollerer ","1"
"6337"," fantasievolleres ","1"
"6338"," fantasievolles ","1"
"6339"," fantasievollst ","1"
"6340"," fantasievollste ","1"
"6341"," fantasievollstem ","1"
"6342"," fantasievollsten ","1"
"6343"," fantasievollster ","1"
"6344"," fantasievollstes ","1"
"18761"," fantast ","-1"
"6345"," fantastisch ","1"
"6346"," farbenfreudig ","1"
"6347"," farbenprächtig ","1"
"6348"," farbenreich ","1"
"25333"," farblos ","-1"
"25334"," farblose ","-1"
"25335"," farblosem ","-1"
"25336"," farblosen ","-1"
"25337"," farbloser ","-1"
"25338"," farblosere ","-1"
"25339"," farbloserem ","-1"
"25340"," farbloseren ","-1"
"25341"," farbloserer ","-1"
"25342"," farbloseres ","-1"
"25343"," farbloses ","-1"
"25344"," farblosest ","-1"
"25345"," farbloseste ","-1"
"25346"," farblosestem ","-1"
"25347"," farblosesten ","-1"
"25348"," farblosester ","-1"
"25349"," farblosestes ","-1"
"18762"," farce ","-1"
"18763"," farcen ","-1"
"18764"," faschismus ","-1"
"18765"," faschist ","-1"
"18766"," faschisten ","-1"
"18767"," faschistin ","-1"
"25350"," faschistisch ","-1"
"25351"," faschistische ","-1"
"25352"," faschistischem ","-1"
"25353"," faschistischen ","-1"
"25354"," faschistischer ","-1"
"25355"," faschistischere ","-1"
"25356"," faschistischerem ","-1"
"25357"," faschistischeren ","-1"
"25358"," faschistischerer ","-1"
"25359"," faschistischeres ","-1"
"25360"," faschistisches ","-1"
"25361"," faschistischst ","-1"
"25362"," faschistischste ","-1"
"25363"," faschistischstem ","-1"
"25364"," faschistischsten ","-1"
"25365"," faschistischster ","-1"
"25366"," faschistischstes ","-1"
"18768"," faselei ","-1"
"6349"," fasslich ","1"
"694"," fassonwert ","1"
"6350"," fassungslos ","-1"
"18769"," fassungslosigkeit ","-1"
"695"," fassungsvermögen ","1"
"25367"," fast ","-1"
"696"," faszination ","1"
"6351"," faszinier ","1"
"6352"," fasziniere ","1"
"6353"," faszinieren ","1"
"6354"," faszinierend ","1"
"6355"," faszinierest ","1"
"6356"," faszinieret ","1"
"6357"," faszinierst ","1"
"6358"," fasziniert ","1"
"6359"," faszinierte ","1"
"6360"," faszinierten ","1"
"6361"," fasziniertest ","1"
"6362"," fasziniertet ","1"
"25368"," fatal ","-1"
"25369"," fatale ","-1"
"25370"," fatalem ","-1"
"25371"," fatalen ","-1"
"25372"," fataler ","-1"
"25373"," fatalere ","-1"
"25374"," fatalerem ","-1"
"25375"," fataleren ","-1"
"25376"," fatalerer ","-1"
"25377"," fataleres ","-1"
"25378"," fatales ","-1"
"25379"," fatalistisch ","-1"
"25380"," fatalst ","-1"
"25381"," fatalste ","-1"
"25382"," fatalstem ","-1"
"25383"," fatalsten ","-1"
"25384"," fatalster ","-1"
"25385"," fatalstes ","-1"
"25386"," faul ","-1"
"25387"," faule ","-1"
"18923"," fäule ","-1"
"25388"," faulem ","-1"
"25389"," faulen ","-1"
"25390"," fauler ","-1"
"25391"," faulere ","-1"
"25392"," faulerem ","-1"
"25393"," fauleren ","-1"
"25394"," faulerer ","-1"
"25395"," fauleres ","-1"
"25396"," faules ","-1"
"18770"," faulheit ","-1"
"25397"," faulig ","-1"
"18924"," fäulnis ","-1"
"18771"," faulpelz ","-1"
"25398"," faulst ","-1"
"25399"," faulste ","-1"
"25400"," faulstem ","-1"
"25401"," faulsten ","-1"
"25402"," faulster ","-1"
"25403"," faulstes ","-1"
"18772"," faultier ","-1"
"18773"," faust ","-1"
"18774"," fauxpas ","-1"
"6363"," favorisier ","1"
"6364"," favorisiere ","1"
"6365"," favorisieren ","1"
"6366"," favorisierest ","1"
"6367"," favorisieret ","1"
"6368"," favorisierst ","1"
"6369"," favorisiert ","1"
"6370"," favorisierte ","1"
"6371"," favorisierten ","1"
"6372"," favorisiertest ","1"
"6373"," favorisiertet ","1"
"697"," favorit ","1"
"698"," favoriten ","1"
"18775"," faxe ","-1"
"18776"," febris ","-1"
"25404"," fechtete/focht ","-1"
"6374"," federführend ","1"
"18777"," fehde ","-1"
"18778"," fehden ","-1"
"25405"," fehl ","-1"
"25406"," fehlangepasste ","-1"
"18779"," fehlanpassung ","-1"
"18780"," fehlanzeige ","-1"
"18781"," fehlanzeigen ","-1"
"18782"," fehlbedarf ","-1"
"25407"," fehlberechnen ","-1"
"18783"," fehlberechnung ","-1"
"18784"," fehlbestand ","-1"
"25408"," fehle ","-1"
"18785"," fehleinschätzung ","-1"
"25409"," fehlen ","-1"
"25410"," fehlend ","-1"
"25411"," fehlende ","-1"
"18786"," fehler ","-1"
"25412"," fehleranfällig ","-1"
"25413"," fehlerbehaftet ","-1"
"6375"," fehlerfrei ","1"
"6376"," fehlerfreie ","1"
"6377"," fehlerfreiem ","1"
"6378"," fehlerfreien ","1"
"6379"," fehlerfreier ","1"
"6380"," fehlerfreiere ","1"
"6381"," fehlerfreierem ","1"
"6382"," fehlerfreieren ","1"
"6383"," fehlerfreierer ","1"
"6384"," fehlerfreieres ","1"
"6385"," fehlerfreies ","1"
"6386"," fehlerfreiest ","1"
